Time,RPM,Speed,Motor Current,Pack Voltage,Controller Temperature,Motor Temperature,Lowest Cell Voltage,Low Cell Voltage ID,Average Cell Voltage,Highest Cell Voltage,High Cell Voltage ID,State of Charge,Errors,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24
0.03975057601928711,0,0.0,0.0,0.0,-40,-30,3.8865,0,4.031,4.2104,0,0.0, ,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04560732841491699,0,0.0,0.0,0.0,-40,-30,3.8865,0,4.031,4.2104,2,94.5, ,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06766057014465332,0,0.0,0.0,0.0,-40,-30,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07759785652160645,0,0.0,0.0,0.0,-40,-30,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08855199813842773,0,0.0,0.0,0.0,-40,-30,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09348106384277344,0,0.0,0.0,0.0,-40,-30,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0
0.09858918190002441,0,0.0,0.0,0.0,40,18,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0
0.10361337661743164,0,0.0,0.0,0.0,40,18,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,4.0449,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0
0.1086883544921875,0,0.0,0.0,0.0,40,18,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,4.0449,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0
0.11378002166748047,0,0.0,0.0,0.0,40,18,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,4.0449,4.0224,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0
0.11900854110717773,0,0.0,0.0,0.0,40,18,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,4.0449,4.0224,4.0355,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0
0.12421917915344238,0,0.0,0.0,0.0,40,18,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,4.0449,4.0224,4.0355,4.0426,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0
0.1295170783996582,0,0.0,0.0,0.0,40,18,3.8865,0,4.031,4.2104,2,94.5, Low Voltage,0.0,0,0,0,0,0,0,0,0,4.0224,4.0784,4.0223,4.0449,4.0224,4.0355,4.0426,4.0299,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0
