Time,RPM,Speed,Motor Current,Pack Voltage,Controller Temperature,Motor Temperature,Lowest Cell Voltage,Low Cell Voltage ID,Average Cell Voltage,Highest Cell Voltage,High Cell Voltage ID,State of Charge,Errors,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24
0.006084442138671875,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, ,0,0,0,0,0,0,0,0,0,0,3.9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031728506088256836,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, ,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.03857779502868652,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, ,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.044677734375,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, ,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0.04810905456542969,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, ,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.051732778549194336,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, ,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0.05520200729370117,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, ,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.05890059471130371,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.06385469436645508,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,3.9383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
0.06725144386291504,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,3.9383,3.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.07072591781616211,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,3.9383,3.847,3.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.07433772087097168,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,3.9383,3.847,3.9385,3.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.07808351516723633,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,3.9383,3.847,3.9385,3.9405,3.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.08161234855651855,0,0.0,0.0,0.0,40,16,0.0,0,0.0,0.0,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,3.9383,3.847,3.9385,3.9405,3.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.08527302742004395,0,0.0,0.0,0.0,40,16,3.816,0,3.93,4.0873,0,0.0, Low Voltage,0,0,0,0,0,0,0,0,0,0,3.9523,3.9354,3.94,3.9323,3.938,3.9405,3.9383,3.847,3.9385,3.9405,3.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
