Time,RPM,Speed,Motor Current,Pack Voltage,Controller Temperature,Motor Temperature,Lowest Cell Voltage,Low Cell Voltage ID,Average Cell Voltage,Highest Cell Voltage,High Cell Voltage ID,State of Charge,Errors,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24
0.06228756904602051,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07184195518493652,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.0992591381072998,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.11664056777954102,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.13674569129943848,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.1448841094970703,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.154754638671875,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.16324758529663086,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.17328405380249023,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.18144941329956055,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.19134521484375,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.19969606399536133,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.20961952209472656,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.21815061569213867,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.22826337814331055,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.23686480522155762,0,0.0,0.0,0.0,40,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.25043392181396484,0,0.0,0.0,0.0,40,18,3.8865,0,4.0308,4.2104,0,0.0, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.263474702835083,0,0.0,0.0,0.0,40,18,3.8865,0,4.0308,4.2104,2,94.5, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.27440595626831055,0,0.0,0.0,0.0,40,18,3.8865,0,4.0308,4.2104,2,94.5, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,0,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.2834019660949707,0,0.0,0.0,0.0,40,18,3.8865,0,4.0308,4.2104,2,94.5, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,4.0223,0,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0,0.0105
0.29440975189208984,0,0.0,0.0,0.0,40,18,3.8865,0,4.0308,4.2104,2,94.5, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,4.0223,4.0449,0,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0,0.0105
0.30329465866088867,0,0.0,0.0,0.0,40,18,3.8865,0,4.0308,4.2104,2,94.5, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,4.0223,4.0449,4.0224,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0.0105
0.3137977123260498,0,0.0,0.0,0.0,40,18,3.8865,0,4.0308,4.2104,2,94.5, Low Voltage,4.1326,4.2119,3.9919,4.0314,3.885,4.0106,3.9971,4.0378,3.9969,4.0224,4.0784,4.0223,4.0449,4.0224,0,0,0,0,0,0,0,0,0,3.9889,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0,0,0,0,0.0105
