Time,RPM,Speed,Motor Current,Pack Voltage,Controller Temperature,Motor Temperature,Lowest Cell Voltage,Low Cell Voltage ID,Average Cell Voltage,Highest Cell Voltage,High Cell Voltage ID,State of Charge,Errors,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24
0.019155502319335938,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023467540740966797,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0
0.04712843894958496,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0,0,0,0,0,0,0,0
0.057367563247680664,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,4.0299,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0,0,0,0,0,0,0
0.06775736808776855,0,0.0,0.0,0.0,-40,-30,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,4.0299,3.955,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0
0.07338333129882812,0,0.0,0.0,0.0,41,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,4.0299,3.955,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0,0
0.07744336128234863,0,0.0,0.0,0.0,41,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,4.0299,3.955,4.0375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0,0
0.08294296264648438,0,0.0,0.0,0.0,41,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,4.0299,3.955,4.0375,4.05,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0
0.0884099006652832,0,0.0,0.0,0.0,41,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,4.0299,3.955,4.0375,4.05,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0,0
0.09250497817993164,0,0.0,0.0,0.0,41,18,0.0,0,0.0,0.0,0,0.0, Low Voltage,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0355,4.0426,4.0299,3.955,4.0375,4.05,4.039,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0,0,0
